,,15,8432,Delta
,,16,9137,Delta
,,17,9137,Delta
,,18,7732,Delta
,,19,8432,Delta
,,20,7732,Delta
Singapore (2),South Korea  (5),1,16747,Asiana Airlines
(Changi Airport),(Incheon International Airport),2,16750,Asiana Airlines
,,3,16747,Asiana Airlines
,,4,16747,Asiana Airlines
,,5,16747,Asiana Airlines
,,6,16747,Asiana Airlines
,,7,16386,Asiana Airlines
,,8,16750,Asiana Airlines
,,9,16747,Asiana Airlines
,,10,16386,Asiana Airlines
,,11,16747,Asiana Airlines
,,12,16750,Asiana Airlines
,,13,16747,Asiana Airlines
,,14,16747,Asiana Airlines
,,15,16747,Asiana Airlines
,,16,16747,Asiana Airlines
,,17,16747,Asiana Airlines
,,18,16386,Asiana Airlines
,,19,16386,Asiana Airlines
,,20,16747,Asiana Airlines
Singapore (2),China  (6),1,11192,Air China
(Changi Airport),(Beijing Capital International Airport),2,11192,Air China
,,3,11192,Air China
,,4,11192,Air China
,,5,12035,Air China
,,6,12035,Air China
,,7,12035,Air China
,,8,12035,Air China
,,9,12035,Air China
,,10,12035,Air China
,,11,12035,Air China
,,12,12035,Air China
,,13,12035,Air China
,,14,12035,Air China
,,15,12035,Air China
,,16,12035,Air China
,,17,12035,Air China
,,18,12035,Air China
,,19,12035,Air China
,,20,12035,Air China
Singapore (2),Hong kong  (7),1,3006,Jetstar
(Changi Airport),(Hong kong International Airport),2,2628,Tigerair
,,3,2514,Tigerair
,,4,2465,Tigerair
,,5,2514,Tigerair
,,6,3566,Jetstar
,,7,2462,Tigerair
,,8,2628,Tigerair
,,9,3039,Jetstar
,,10,2796,Tigerair
,,11,3039,Jetstar
,,12,3188,Tigerair
,,13,3039,Jetstar
,,14,2628,Tigerair
,,15,2514,Tigerair
,,16,3039,Jetstar
,,17,3566,Jetstar
,,18,2628,Tigerair
,,19,3039,Jetstar
,,20,3188,Jetstar
Singapore (2),Australia (8),1,5031,Scoot
(Changi Airport),(Sydney International Airport ),2,5375,Scoot
,,3,5636,Scoot
,,4,5593,Scoot
,,5,6572,Scoot
,,6,7508,Scoot
,,7,7508,Scoot
,,8,7508,Scoot
,,9,5593,Scoot
,,10,5593,Scoot
,,11,5593,Scoot
,,12,5593,Scoot
,,13,5593,Scoot
,,14,7865,Scoot
,,15,6311,Scoot
,,16,5593,Scoot
,,17,7508,Scoot
,,18,7508,Scoot
,,19,6311,Scoot
,,20,6311,Scoot
Singapore (2),United States of America  (9),1,No flights,No flights
(Changi Airport),(JFK International Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Singapore (2),United Kingdom  (10),1,31668,British Airways
(Changi Airport),(London Heathrow Airport),2,31668,British Airways
,,3,31668,British Airways
,,4,31668,British Airways
,,5,31668,British Airways
,,6,31668,British Airways
,,7,31668,British Airways
,,8,31668,British Airways
,,9,31668,British Airways
,,10,31668,British Airways
,,11,31668,British Airways
,,12,31668,British Airways
,,13,31895,British Airways
,,14,31668,British Airways
,,15,31668,British Airways
,,16,31668,British Airways
,,17,31668,British Airways
,,18,31895,British Airways
,,19,31895,British Airways
,,20,31668,British Airways
Singapore (2),France (11),1,45137,Singapore Airlines
(Changi Airport),(Charles de Gaulle Airport),2,45137,Singapore Airlines
,,3,45137,Singapore Airlines
,,4,45137,Singapore Airlines
,,5,45137,Singapore Airlines
,,6,45137,Singapore Airlines
,,7,45137,Singapore Airlines
,,8,45512,Singapore Airlines
,,9,45137,Singapore Airlines
,,10,45137,Singapore Airlines
,,11,45512,Singapore Airlines
,,12,45137,Singapore Airlines
,,13,45137,Singapore Airlines
,,14,45512,Singapore Airlines
,,15,45137,Singapore Airlines
,,16,45512,Singapore Airlines
,,17,45137,Singapore Airlines
,,18,45512,Singapore Airlines
,,19,45137,Singapore Airlines
,,20,45137,Singapore Airlines
Singapore (2),Italy (12),1,45137,Singapore Airlines
(Changi Airport),(Leonardo da Vinci Airport),2,45156,Singapore Airlines
,,3,45156,Singapore Airlines
,,4,45156,Singapore Airlines
,,5,45156,Singapore Airlines
,,6,45156,Singapore Airlines
,,7,45156,Singapore Airlines
,,8,45533,Singapore Airlines
,,9,45156,Singapore Airlines
,,10,45533,Singapore Airlines
,,11,45533,Singapore Airlines
,,12,45156,Singapore Airlines
,,13,45156,Singapore Airlines
,,14,45156,Singapore Airlines
,,15,45156,Singapore Airlines
,,16,45156,Singapore Airlines
,,17,45533,Singapore Airlines
,,18,45533,Singapore Airlines
,,19,45156,Singapore Airlines
,,20,45156,Singapore Airlines
Singapore (2),Germany (13),1,47471,Lufthansa
(Changi Airport),(Frankfurt Airport),2,47471,Lufthansa
,,3,47471,Lufthansa
,,4,47471,Lufthansa
,,5,47471,Lufthansa
,,6,47471,Lufthansa
,,7,47471,Lufthansa
,,8,47471,Lufthansa
,,9,47471,Lufthansa
,,10,47471,Lufthansa
,,11,48408,Lufthansa
,,12,48408,Lufthansa
,,13,48408,Lufthansa
,,14,48408,Lufthansa
,,15,48408,Lufthansa
,,16,48408,Lufthansa
,,17,47471,Lufthansa
,,18,47471,Lufthansa
,,19,48408,Lufthansa
,,20,48408,Lufthansa
Singapore (2),Spain (14),1,No flights,No flights
(Changi Airport),(Madrid-Barajas Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Singapore (2),New Zealand (15),1,40055,Singapore Airlines
(Changi Airport),(Auckland Airport),2,40055,Singapore Airlines
,,3,40055,Singapore Airlines
,,4,40055,Singapore Airlines
,,5,34549,Air New Zealand
,,6,34549,Air New Zealand
,,7,40064,Singapore Airlines
,,8,40064,Singapore Airlines
,,9,34549,Air New Zealand
,,10,34549,Air New Zealand
,,11,34549,Air New Zealand
,,12,32034,Air New Zealand
,,13,32034,Air New Zealand
,,14,32034,Air New Zealand
,,15,32034,Air New Zealand
,,16,32034,Air New Zealand
,,17,34549,Air New Zealand
,,18,34549,Air New Zealand
,,19,32034,Air New Zealand
,,20,32034,Air New Zealand
Singapore (2),Ireland (16),1,No flights,No flights
(Changi Airport),(Dublin Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Singapore (2),Canada (17),1,No flights,No flights
(Changi Airport),(Toronto Pearson International Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Singapore (2),Greece (18),1,No flights,No flights
(Changi Airport),(Athens International Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Singapore (2),Turkey (19),1,29080,Turkish Airlines
(Changi Airport),(Istanbul Ataturk Airport),2,29080,Turkish Airlines
,,3,29080,Turkish Airlines
,,4,29080,Turkish Airlines
,,5,29080,Turkish Airlines
,,6,29080,Turkish Airlines
,,7,31935,Turkish Airlines
,,8,31465,Turkish Airlines
,,9,29080,Turkish Airlines
,,10,29080,Turkish Airlines
,,11,29080,Turkish Airlines
,,12,31465,Turkish Airlines
,,13,31465,Turkish Airlines
,,14,31465,Turkish Airlines
,,15,31935,Turkish Airlines
,,16,31935,Turkish Airlines
,,17,29080,Turkish Airlines
,,18,31465,Turkish Airlines
,,19,31806,Turkish Airlines
,,20,31806,Turkish Airlines
Singapore (2),Switzerland (20),1,39162,Swiss Airlines
(Changi Airport),(Zurich Airport),2,39162,Swiss Airlines
,,3,39162,Swiss Airlines
,,4,39162,Swiss Airlines
,,5,39162,Swiss Airlines
,,6,39049,Swiss Airlines
,,7,39049,Swiss Airlines
,,8,39049,Swiss Airlines
,,9,39049,Swiss Airlines
,,10,39049,Swiss Airlines
,,11,39049,Swiss Airlines
,,12,39049,Swiss Airlines
,,13,39049,Swiss Airlines
,,14,39162,Swiss Airlines
,,15,39162,Swiss Airlines
,,16,39049,Swiss Airlines
,,17,39162,Swiss Airlines
,,18,39049,Swiss Airlines
,,19,39162,Swiss Airlines
,,20,39162,Swiss Airlines
Malaysia (3),Thailand (1),1,3431,Malaysia Airline
(Kuala Lumpur International Airport ),(Suvarnabhumi International Airport),2,3431,Malaysia Airline
,,3,3431,Malaysia Airline
,,4,3431,Malaysia Airline
,,5,3431,Malaysia Airline
,,6,3431,Malaysia Airline
,,7,3431,Malaysia Airline
,,8,3431,Malaysia Airline
,,9,3431,Malaysia Airline
,,10,3453,Malaysia Airline
,,11,3431,Malaysia Airline
,,12,3431,Malaysia Airline
,,13,3453,Malaysia Airline
,,14,3431,Malaysia Airline
,,15,3431,Malaysia Airline
,,16,3453,Malaysia Airline
,,17,3431,Malaysia Airline
,,18,3431,Malaysia Airline
,,19,3453,Malaysia Airline
,,20,3431,Malaysia Airline
Malaysia (3),Singapore (2),1,580,Jetstar
(Kuala Lumpur International Airport ),(Changi Airport),2,580,Jetstar
,,3,580,Jetstar
,,4,580,Jetstar
,,5,598,Jetstar
,,6,598,Jetstar
,,7,580,Jetstar
,,8,580,Jetstar
,,9,598,Jetstar
,,10,598,Jetstar
,,11,580,Jetstar
,,12,580,Jetstar
,,13,598,Jetstar
,,14,598,Jetstar
,,15,650,Jetstar
,,16,598,Jetstar
,,17,598,Jetstar
,,18,580,Jetstar
,,19,598,Jetstar
,,20,598,Jetstar
Malaysia (3),Japan (4),1,3853,Air Asia
(Kuala Lumpur International Airport ),(Narita International Airport),2,3853,Air Asia
,,3,3967,Air Asia
,,4,3853,Air Asia
,,5,3967,Air Asia
,,6,4571,Air Asia
,,7,3967,Air Asia
,,8,3853,Air Asia
,,9,4571,Air Asia
,,10,4571,Air Asia
,,11,9053,Air Asia
,,12,4741,Air Asia
,,13,4741,Air Asia
,,14,4741,Air Asia
,,15,6359,Air Asia
,,16,4741,Air Asia
,,17,4571,Air Asia
,,18,4571,Air Asia
,,19,4741,Air Asia
,,20,4741,Air Asia
Malaysia (3),South Korea  (5),1,4571,Air Asia
(Kuala Lumpur International Airport ),(Incheon International Airport),2,4571,Air Asia
,,3,4200,Air Asia
,,4,4571,Air Asia
,,5,4571,Air Asia
,,6,5107,Air Asia
,,7,4571,Air Asia
,,8,4571,Air Asia
,,9,5999,Air Asia
,,10,6119,Air Asia
,,11,4866,Air Asia
,,12,4571,Air Asia
,,13,4741,Air Asia
,,14,4571,Air Asia
,,15,4571,Air Asia
,,16,4866,Air Asia
,,17,4571,Air Asia
,,18,4571,Air Asia
,,19,4866,Air Asia
,,20,4571,Air Asia
Malaysia (3),China  (6),1,6359,Air Asia
(Kuala Lumpur International Airport ),(Beijing Capital International Airport),2,4571,Air Asia
,,3,4571,Air Asia
,,4,4571,Air Asia
,,5,4571,Air Asia
,,6,4571,Air Asia
,,7,7254,Air Asia
,,8,5465,Air Asia
,,9,4369,Air Asia
,,10,4369,Air Asia
,,11,5465,Air Asia
,,12,5514,Air Asia
,,13,5465,Air Asia
,,14,4571,Air Asia
,,15,4369,Air Asia
,,16,5514,Air Asia
,,17,4369,Air Asia
,,18,5541,Air Asia
,,19,5541,Air Asia
,,20,5465,Air Asia
Malaysia (3),Hong kong  (7),1,1494,Air Asia
(Kuala Lumpur International Airport ),(Hong kong International Airport),2,1495,Air Asia
,,3,1494,Air Asia
,,4,1494,Air Asia
,,5,2388,Air Asia
,,6,4696,Air Asia
,,7,6592,Air Asia
,,8,2847,Air Asia
,,9,2654,Air Asia
,,10,2549,Air Asia
,,11,2654,Air Asia
,,12,2388,Air Asia
,,13,3447,Air Asia
,,14,2388,Air Asia
,,15,2388,Air Asia
,,16,2654,Air Asia
,,17,2654,Air Asia
,,18,2388,Air Asia
,,19,3447,Air Asia
,,20,3447,Air Asia
Malaysia (3),Australia (8),1,5107,Air Asia
(Kuala Lumpur International Airport ),(Sydney International Airport ),2,5107,Air Asia
,,3,5107,Air Asia
,,4,5107,Air Asia
,,5,6538,Air Asia
,,6,7658,Air Asia
,,7,6359,Air Asia
,,8,5509,Air Asia
,,9,5509,Air Asia
,,10,5280,Air Asia
,,11,5280,Air Asia
,,12,5107,Air Asia
,,13,5107,Air Asia
,,14,5107,Air Asia
,,15,5107,Air Asia
,,16,5280,Air Asia
,,17,5509,Air Asia
,,18,5509,Air Asia
,,19,5107,Air Asia
,,20,5509,Air Asia
Malaysia (3),United States of America  (9),1,No flights,No flights
(Kuala Lumpur International Airport ),(JFK International Airport),2,No flights,No flights
,,3,No flights,No flights
,,4,No flights,No flights
,,5,No flights,No flights
,,6,No flights,No flights
,,7,No flights,No flights
,,8,No flights,No flights
,,9,No flights,No flights
,,10,No flights,No flights
,,11,No flights,No flights
,,12,No flights,No flights
,,13,No flights,No flights
,,14,No flights,No flights
,,15,No flights,No flights
,,16,No flights,No flights
,,17,No flights,No flights
,,18,No flights,No flights
,,19,No flights,No flights
,,20,No flights,No flights
Malaysia (3),United Kingdom  (10),1,18664,British Airways
(Kuala Lumpur International Airport ),(London Heathrow Airport),2,18664,British Airways
